时间  消耗/获得 御魂名称  御魂等级  物品位置  主属性 用途
林狗
12-07 18:35 获得  心眼  0 六号位5星 生命加成  业原火副本获得
12-07 18:35 获得  薙魂  0 四号位6星 攻击加成  业原火副本获得
12-07 18:35 获得  木魅  0 六号位6星 攻击加成  业原火副本获得
12-07 18:35 获得  薙魂  0 二号位6星 速度  业原火副本获得
12-07 18:32 获得  薙魂  0 五号位5星 生命  业原火副本获得
12-07 18:32 获得  木魅  0 三号位5星 防御  业原火副本获得
12-07 18:32 获得  木魅  0 四号位5星 攻击加成  业原火副本获得
12-07 18:32 获得  返魂香 0 二号位5星 生命加成  业原火副本获得
12-07 18:32 获得  薙魂  0 四号位5星 生命加成  业原火副本获得
12-07 18:30 获得  树妖  0 五号位5星 生命  业原火副本获得
12-07 18:30 获得  返魂香 0 五号位6星 生命  业原火副本获得
12-07 18:30 获得  反枕  0 一号位5星 攻击  业原火副本获得
12-07 18:30 获得  薙魂  0 一号位5星 攻击  业原火副本获得
12-07 18:28 获得  木魅  0 二号位5星 防御加成  业原火副本获得
12-07 18:28 获得  薙魂  0 五号位5星 生命  业原火副本获得
12-07 18:28 获得  返魂香 0 二号位5星 攻击加成  业原火副本获得
12-07 18:25 获得  薙魂  0 三号位5星 防御  业原火副本获得
12-07 18:25 获得  心眼  0 二号位5星 生命加成  业原火副本获得
12-07 18:25 获得  反枕  0 二号位5星 防御加成  业原火副本获得
12-07 18:25 获得  木魅  0 三号位5星 防御  业原火副本获得
12-07 18:19 获得  针女  0 四号位5星 攻击加成  御魂副本
12-07 18:17 获得  心眼  0 一号位5星 攻击  御魂副本
12-07 18:16 获得  树妖  0 五号位5星 生命  御魂副本
12-07 18:14 获得  树妖  0 三号位5星 防御  御魂副本
12-07 18:13 获得  反枕  0 二号位5星 生命加成  御魂副本
12-07 18:08 获得  心眼  0 五号位5星 生命  御魂副本
12-07 18:08 获得  心眼  0 六号位5星 防御加成  御魂副本
12-07 18:06 获得  树妖  0 六号位5星 暴击  御魂副本
12-07 18:04 获得  心眼  0 五号位5星 生命  御魂副本
12-07 18:04 获得  树妖  0 四号位5星 防御加成  御魂副本
12-07 18:01 获得  心眼  0 五号位5星 生命  御魂副本
12-07 18:00 获得  反枕  0 二号位6星 防御加成  御魂副本
12-07 17:58 获得  树妖  0 三号位5星 防御  御魂副本
