时间 消耗/获得 物品名称 数量 物品位置 主属性 用途
林狗
07-17 22:05 获得 魍魉之匣 1 六号位6星 生命加成 商店兑换
07-17 22:05 获得 鸣屋 1 五号位5星 生命 御魂副本
07-17 22:04 获得 雪幽魂 1 三号位6星 防御 御魂副本
07-17 22:02 获得 鸣屋 1 一号位5星 攻击 御魂副本
07-17 22:01 获得 鸣屋 1 三号位5星 防御 御魂副本
07-17 22:01 获得 网切 1 四号位5星 防御加成 御魂副本
07-17 21:59 获得 地藏像 1 六号位5星 生命加成 御魂副本
07-17 21:46 消耗 鸣屋 1 六号位5星 生命加成 奉纳消耗
07-17 21:46 消耗 鸣屋 1 二号位5星 防御加成 奉纳消耗
07-17 21:46 消耗 鸣屋 1 二号位5星 生命加成 奉纳消耗
07-17 21:46 消耗 鸣屋 1 六号位5星 攻击加成 奉纳消耗
07-17 21:46 消耗 鸣屋 1 二号位5星 防御加成 奉纳消耗
07-17 21:46 消耗 鸣屋 1 二号位5星 防御加成 奉纳消耗
07-17 21:46 消耗 鸣屋 1 二号位5星 生命加成 奉纳消耗
07-17 21:46 消耗 鸣屋 1 五号位5星 生命 奉纳消耗
07-17 21:46 消耗 网切 1 五号位5星 生命 奉纳消耗
07-17 21:46 消耗 网切 1 二号位5星 防御加成 奉纳消耗
07-17 21:46 消耗 网切 1 四号位5星 生命加成 奉纳消耗
07-17 21:46 消耗 网切 1 一号位5星 攻击 奉纳消耗
07-17 21:46 消耗 网切 1 三号位5星 防御 奉纳消耗
07-17 21:46 消耗 网切 1 三号位5星 防御 奉纳消耗
07-17 21:46 消耗 网切 1 二号位5星 生命加成 奉纳消耗
07-17 21:46 消耗 网切 1 一号位5星 攻击 奉纳消耗
07-17 21:46 消耗 网切 1 四号位5星 防御加成 奉纳消耗
07-17 21:46 消耗 网切 1 四号位5星 攻击加成 奉纳消耗
07-17 21:44 消耗 地藏像 1 二号位5星 攻击加成 奉纳消耗
07-17 21:44 消耗 地藏像 1 二号位5星 防御加成 奉纳消耗
07-17 21:44 消耗 地藏像 1 五号位5星 生命 奉纳消耗
07-17 21:44 消耗 地藏像 1 一号位5星 攻击 奉纳消耗
07-17 21:44 消耗 地藏像 1 二号位5星 生命加成 奉纳消耗
07-17 21:44 消耗 地藏像 1 五号位5星 生命 奉纳消耗
07-17 21:44 消耗 地藏像 1 六号位5星 暴击 奉纳消耗
07-17 21:44 消耗 地藏像 1 六号位5星 生命加成 奉纳消耗
07-17 21:44 消耗 地藏像 1 一号位5星 攻击 奉纳消耗
07-17 21:44 消耗 地藏像 1 六号位5星 攻击加成 奉纳消耗
07-17 21:44 消耗 地藏像 1 五号位5星 生命 奉纳消耗
07-17 21:44 消耗 地藏像 1 四号位5星 生命加成 奉纳消耗
07-17 21:44 消耗 地藏像 1 六号位5星 防御加成 奉纳消耗
07-17 21:44 消耗 地藏像 1 四号位5星 生命加成 奉纳消耗
07-17 21:44 消耗 地藏像 1 二号位5星 攻击加成 奉纳消耗
07-17 21:44 消耗 地藏像 1 二号位5星 速度 奉纳消耗
07-17 21:43 消耗 雪幽魂 1 三号位5星 防御 奉纳消耗
07-17 21:43 消耗 雪幽魂 1 四号位5星 生命加成 奉纳消耗
07-17 21:43 消耗 雪幽魂 1 六号位5星 生命加成 奉纳消耗
07-17 21:42 获得 地藏像 1 二号位5星 攻击加成 御魂副本
07-17 21:40 获得 鸣屋 1 二号位5星 生命加成 御魂副本
07-17 21:37 获得 网切 1 五号位5星 生命 御魂副本
07-17 21:35 获得 网切 1 二号位5星 生命加成 御魂副本
07-17 21:34 获得 地藏像 1 五号位5星 生命 御魂副本
07-17 21:34 获得 鸣屋 1 二号位6星 攻击加成 御魂副本
07-17 21:32 获得 地藏像 1 六号位5星 攻击加成 御魂副本
07-17 21:31 获得 地藏像 1 二号位5星 攻击加成 御魂副本
07-17 21:31 获得 网切 1 六号位6星 攻击加成 御魂副本
07-17 21:30 获得 雪幽魂 1 四号位5星 生命加成 御魂副本
07-17 21:29 获得 鸣屋 1 六号位5星 生命加成 御魂副本
07-17 21:25 获得 网切 1 一号位5星 攻击 御魂副本
07-17 21:22 获得 网切 1 三号位5星 防御 御魂副本
07-17 21:20 获得 网切 1 五号位6星 生命 御魂副本
07-17 21:19 获得 网切 1 二号位5星 防御加成 御魂副本
07-17 21:18 获得 雪幽魂 1 六号位5星 生命加成 御魂副本
07-17 21:16 获得 地藏像 1 一号位5星 攻击 御魂副本
07-17 21:16 获得 地藏像 1 五号位5星 生命 御魂副本
07-17 21:16 获得 地藏像 1 二号位5星 生命加成 御魂副本
07-17 21:15 获得 鸣屋 1 二号位5星 防御加成 御魂副本
07-17 21:11 获得 鸣屋 1 一号位6星 攻击 御魂副本
07-17 21:11 获得 地藏像 1 一号位5星 攻击 御魂副本
07-17 21:10 获得 地藏像 1 六号位5星 生命加成 御魂副本
07-17 21:10 获得 地藏像 1 六号位5星 暴击 御魂副本
07-17 21:08 获得 网切 1 四号位5星 生命加成 御魂副本
07-17 21:08 获得 鸣屋 1 二号位5星 防御加成 御魂副本
07-17 21:06 获得 地藏像 1 五号位5星 生命 御魂副本
07-17 21:05 获得 地藏像 1 四号位5星 生命加成 御魂副本
07-17 21:02 获得 网切 1 三号位5星 防御 御魂副本
07-17 21:00 获得 网切 1 五号位6星 生命 御魂副本
07-17 20:57 获得 鸣屋 1 二号位5星 防御加成 御魂副本
07-17 20:57 获得 鸣屋 1 六号位5星 攻击加成 御魂副本
07-17 20:56 获得 地藏像 1 二号位5星 速度 御魂副本
07-17 20:54 获得 雪幽魂 1 三号位5星 防御 御魂副本
07-17 20:53 获得 地藏像 1 六号位5星 防御加成 御魂副本
07-17 20:53 获得 地藏像 1 四号位5星 生命加成 御魂副本
07-17 20:50 获得 地藏像 1 二号位5星 防御加成 御魂副本
07-17 20:49 获得 鸣屋 1 五号位5星 生命 御魂副本
07-17 20:46 获得 鸣屋 1 二号位5星 生命加成 御魂副本
07-17 20:45 获得 网切 1 四号位5星 攻击加成 御魂副本
07-17 20:43 获得 网切 1 四号位5星 防御加成 御魂副本
07-17 20:43 获得 网切 1 一号位5星 攻击 御魂副本
07-17 19:37 消耗 被服 1 四号位5星 防御加成 御魂强化
07-17 19:37 消耗 被服 1 五号位5星 生命 御魂强化
07-17 19:37 消耗 被服 1 六号位5星 生命加成 御魂强化
07-17 19:37 消耗 被服 1 六号位5星 防御加成 御魂强化
07-17 19:37 消耗 招财猫 1 四号位5星 攻击加成 御魂强化
07-17 19:37 消耗 招财猫 1 五号位5星 生命 御魂强化
07-17 19:37 消耗 狰 1 四号位5星 防御加成 御魂强化
07-17 19:37 消耗 狰 1 五号位5星 生命 御魂强化
07-17 19:37 消耗 蝠翼 1 五号位5星 生命 御魂强化
07-17 19:37 消耗 蝠翼 1 五号位5星 生命 御魂强化
07-17 19:37 消耗 蝠翼 1 五号位5星 生命 御魂强化
07-17 19:37 消耗 涅槃之火 1 六号位5星 生命加成 御魂强化
07-17 19:37 消耗 涅槃之火 1 六号位5星 暴击伤害 御魂强化
07-17 19:37 消耗 魅妖 1 六号位5星 攻击加成 御魂强化
07-17 19:37 消耗 魅妖 1 四号位5星 防御加成 御魂强化
07-17 19:37 消耗 魅妖 1 二号位5星 防御加成 御魂强化
07-17 19:37 消耗 魅妖 1 二号位5星 防御加成 御魂强化
07-17 19:37 消耗 阴摩罗 1 三号位5星 防御 御魂强化
07-17 19:37 消耗 阴摩罗 1 三号位5星 防御 御魂强化
07-17 19:37 消耗 阴摩罗 1 三号位5星 防御 御魂强化
07-17 19:37 消耗 阴摩罗 1 二号位5星 速度 御魂强化
07-17 19:37 消耗 树妖 1 二号位5星 防御加成 御魂强化
07-17 19:37 消耗 网切 1 五号位5星 生命 御魂强化
07-17 19:37 消耗 网切 1 五号位5星 生命 御魂强化
07-17 19:37 消耗 网切 1 二号位5星 防御加成 御魂强化
07-17 19:37 消耗 心眼 1 六号位5星 生命加成 御魂强化
07-17 19:37 消耗 心眼 1 六号位5星 防御加成 御魂强化
07-17 19:37 消耗 心眼 1 三号位5星 防御 御魂强化
07-17 19:37 消耗 心眼 1 二号位5星 生命加成 御魂强化
07-17 19:37 消耗 薙魂 1 二号位5星 攻击加成 御魂强化
07-17 19:37 消耗 薙魂 1 二号位5星 防御加成 御魂强化
07-17 19:37 消耗 薙魂 1 二号位5星 生命加成 御魂强化
07-17 19:37 消耗 鸣屋 1 六号位5星 生命加成 御魂强化
07-17 19:37 消耗 鸣屋 1 二号位5星 生命加成 御魂强化
07-17 19:37 消耗 鸣屋 1 二号位5星 防御加成 御魂强化
07-17 19:37 消耗 钟灵 1 六号位5星 生命加成 御魂强化
07-17 19:37 消耗 钟灵 1 五号位5星 生命 御魂强化
07-17 19:37 消耗 钟灵 1 二号位5星 生命加成 御魂强化
07-17 19:37 消耗 日女巳时 1 六号位5星 防御加成 御魂强化
07-17 19:37 消耗 日女巳时 1 五号位5星 生命 御魂强化
07-17 19:37 消耗 日女巳时 1 四号位5星 攻击加成 御魂强化
07-17 19:37 消耗 日女巳时 1 四号位5星 效果命中 御魂强化
07-17 19:37 消耗 日女巳时 1 二号位5星 生命加成 御魂强化
07-17 19:37 消耗 日女巳时 1 二号位5星 攻击加成 御魂强化
07-17 19:37 消耗 轮入道 1 五号位5星 生命 御魂强化
07-17 19:37 消耗 轮入道 1 五号位5星 生命 御魂强化
07-17 19:37 消耗 轮入道 1 二号位5星 防御加成 御魂强化
07-17 19:37 消耗 轮入道 1 二号位5星 攻击加成 御魂强化
07-17 19:37 消耗 轮入道 1 二号位5星 生命加成 御魂强化
07-17 19:37 消耗 返魂香 1 五号位5星 生命 御魂强化
07-17 19:37 消耗 返魂香 1 四号位5星 生命加成 御魂强化
07-17 19:37 消耗 返魂香 1 一号位5星 攻击 御魂强化
07-17 19:37 消耗 破势 1 六号位5星 生命加成 御魂强化
07-17 19:37 消耗 破势 1 四号位5星 生命加成 御魂强化
07-17 19:37 消耗 破势 1 四号位5星 攻击加成 御魂强化
07-17 19:37 消耗 破势 1 四号位5星 生命加成 御魂强化
07-17 19:37 消耗 破势 1 一号位5星 攻击 御魂强化
07-17 19:37 消耗 木魅 1 五号位5星 生命 御魂强化
07-17 19:37 消耗 木魅 1 四号位5星 生命加成 御魂强化
07-17 19:37 消耗 木魅 1 四号位5星 防御加成 御魂强化
07-17 19:37 消耗 木魅 1 三号位5星 防御 御魂强化
07-17 19:37 消耗 木魅 1 二号位5星 防御加成 御魂强化
07-17 19:37 消耗 木魅 1 一号位5星 攻击 御魂强化
07-17 19:37 消耗 镜姬 1 五号位5星 生命 御魂强化
07-17 19:37 消耗 镜姬 1 五号位5星 生命 御魂强化
07-17 19:37 消耗 镜姬 1 四号位5星 防御加成 御魂强化
07-17 19:37 消耗 镜姬 1 二号位5星 攻击加成 御魂强化
