时间 消耗/获得 御魂名称 御魂等级 物品位置 主属性 用途
大号
10-05 20:52 获得 针女 0 五号位5星 生命 御魂副本
10-05 20:48 获得 树妖 0 四号位5星 生命加成 御魂副本
10-05 20:47 获得 树妖 0 四号位5星 效果抵抗 御魂副本
10-05 20:47 获得 反枕 0 五号位5星 生命 御魂副本
10-05 20:46 获得 树妖 0 四号位5星 防御加成 御魂副本
10-05 20:46 获得 心眼 0 三号位5星 防御 御魂副本
10-05 20:46 获得 针女 0 二号位5星 攻击加成 御魂副本
10-05 20:45 获得 针女 0 五号位5星 生命 御魂副本
10-05 20:44 获得 针女 0 五号位5星 生命 御魂副本
10-05 20:43 获得 心眼 0 二号位5星 生命加成 御魂副本
10-05 20:42 获得 树妖 0 五号位5星 生命 御魂副本
10-05 20:40 获得 心眼 0 一号位5星 攻击 御魂副本
10-05 20:40 获得 反枕 0 二号位6星 生命加成 御魂副本
10-05 19:31 获得 树妖 0 三号位6星 防御 御魂副本
10-05 19:26 获得 蚌精 0 三号位5星 防御 鬼王奖励
10-05 18:26 获得 反枕 0 五号位5星 生命 御魂副本
10-05 18:16 获得 针女 0 四号位5星 攻击加成 御魂副本
10-05 18:16 获得 树妖 0 三号位6星 防御 御魂副本
10-05 18:14 获得 心眼 0 一号位5星 攻击 御魂副本
10-05 18:14 获得 树妖 0 三号位5星 防御 御魂副本
10-05 18:12 获得 树妖 0 三号位5星 防御 御魂副本
10-05 18:10 获得 心眼 0 六号位5星 生命加成 御魂副本
10-05 18:10 获得 树妖 0 六号位5星 攻击加成 御魂副本
10-05 18:05 获得 反枕 0 六号位5星 防御加成 御魂副本
10-05 18:04 获得 针女 0 五号位5星 生命 御魂副本
10-05 18:03 获得 树妖 0 四号位5星 防御加成 御魂副本
10-05 18:02 获得 心眼 0 六号位5星 生命加成 御魂副本
10-05 17:57 获得 反枕 0 五号位6星 生命 御魂副本
10-05 17:52 获得 针女 0 四号位5星 生命加成 御魂副本
10-05 17:51 获得 树妖 0 五号位5星 生命 御魂副本
10-05 17:44 获得 树妖 0 三号位5星 防御 御魂副本
10-05 17:37 获得 反枕 0 六号位5星 生命加成 御魂副本
10-05 17:35 获得 针女 0 六号位5星 攻击加成 御魂副本
10-05 16:20 获得 反枕 0 六号位5星 生命加成 御魂副本
10-05 16:20 获得 针女 0 五号位5星 生命 御魂副本
10-05 16:19 获得 心眼 0 一号位5星 攻击 御魂副本
10-05 16:19 获得 针女 0 一号位5星 攻击 御魂副本
10-05 16:17 获得 反枕 0 一号位5星 攻击 御魂副本
