时间 消耗/获得 物品名称 数量 物品位置 主属性 用途
大号
07-07 21:29 获得 日女巳时 1 二号位5星 生命加成 御魂副本
07-07 21:29 获得 日女巳时 1 一号位5星 攻击 御魂副本
07-07 21:27 获得 镜姬 1 二号位6星 攻击加成 御魂副本
07-07 21:26 获得 破势 1 一号位5星 攻击 御魂副本
07-07 21:26 获得 破势 1 二号位5星 生命加成 御魂副本
07-07 21:25 获得 破势 1 六号位5星 防御加成 御魂副本
07-07 21:24 获得 镜姬 1 六号位5星 防御加成 御魂副本
07-07 21:21 获得 破势 1 一号位5星 攻击 御魂副本
07-07 21:21 获得 钟灵 1 二号位5星 速度 御魂副本
07-07 21:19 获得 日女巳时 1 五号位5星 生命 御魂副本
07-07 21:19 获得 镜姬 1 四号位5星 防御加成 御魂副本
07-07 21:18 获得 镜姬 1 二号位5星 防御加成 御魂副本
07-07 21:18 获得 钟灵 1 六号位5星 攻击加成 御魂副本
07-07 21:17 获得 钟灵 1 三号位5星 防御 御魂副本
07-07 21:03 获得 薙魂 1 四号位5星 生命加成 业原火副本获得
07-07 21:03 获得 日女巳时 1 三号位5星 防御 业原火副本获得
07-07 19:03 获得 珍珠 1 一号位6星 攻击 神秘商店购买
07-07 16:02 获得 钟灵 1 三号位5星 防御 石距获得
07-07 15:47 获得 镜姬 1 一号位5星 攻击 石距获得
07-07 15:47 获得 反枕 1 三号位5星 防御 石距获得
07-07 12:08 获得 招财猫 1 三号位5星 防御 
07-07 12:08 获得 镜姬 1 六号位5星 攻击加成 
07-07 04:33 获得 破势 1 六号位5星 生命加成 御魂副本
07-07 04:31 获得 日女巳时 1 六号位5星 生命加成 御魂副本
07-07 04:27 获得 钟灵 1 六号位5星 攻击加成 御魂副本
07-07 04:24 获得 日女巳时 1 六号位5星 防御加成 御魂副本
07-07 04:24 获得 镜姬 1 一号位5星 攻击 御魂副本
07-07 04:19 获得 钟灵 1 一号位6星 攻击 御魂副本
07-07 04:15 获得 镜姬 1 六号位5星 防御加成 御魂副本
07-07 04:11 获得 镜姬 1 六号位5星 攻击加成 御魂副本
林狗
07-07 21:29 获得 心眼 1 五号位6星 生命 商店兑换
07-07 21:29 获得 钟灵 1 二号位5星 防御加成 御魂副本
07-07 21:29 获得 镜姬 1 四号位5星 攻击加成 御魂副本
07-07 21:27 获得 镜姬 1 四号位5星 生命加成 御魂副本
07-07 21:26 获得 破势 1 二号位5星 防御加成 御魂副本
07-07 21:26 获得 破势 1 一号位5星 攻击 御魂副本
07-07 21:26 获得 日女巳时 1 二号位5星 生命加成 御魂副本
07-07 21:25 获得 镜姬 1 五号位5星 生命 御魂副本
07-07 21:24 获得 破势 1 五号位5星 生命 御魂副本
07-07 21:23 获得 钟灵 1 四号位5星 防御加成 御魂副本
07-07 21:21 获得 钟灵 1 六号位5星 攻击加成 御魂副本
07-07 21:20 获得 日女巳时 1 四号位5星 攻击加成 御魂副本
07-07 21:17 获得 钟灵 1 四号位5星 防御加成 御魂副本
07-07 20:59 获得 鸣屋 1 四号位5星 攻击加成 石距获得
07-07 20:59 获得 蚌精 1 六号位5星 生命加成 石距获得
07-07 20:34 消耗 三味 1 五号位5星 生命 御魂强化
07-07 20:34 消耗 三味 1 五号位5星 生命 御魂强化
07-07 20:34 消耗 三味 1 五号位5星 生命 御魂强化
07-07 20:34 消耗 三味 1 四号位5星 防御加成 御魂强化
07-07 20:34 消耗 三味 1 三号位5星 防御 御魂强化
07-07 20:34 消耗 三味 1 三号位5星 防御 御魂强化
07-07 20:34 消耗 魍魉之匣 1 六号位5星 防御加成 御魂强化
07-07 20:34 消耗 魍魉之匣 1 五号位5星 生命 御魂强化
07-07 20:34 消耗 魍魉之匣 1 三号位5星 防御 御魂强化
07-07 20:34 消耗 树妖 1 六号位5星 暴击 御魂强化
