时间  消耗/获得 御魂名称  御魂等级  物品位置  主属性 用途
大号
11-30 21:51 消耗  日女巳时  15  四号位6星 效果抵抗  御魂强化
11-30 21:50 消耗  反枕  3 二号位6星 攻击加成  御魂强化
11-30 21:47 消耗  树妖  0 六号位5星 生命加成  奉纳消耗
11-30 21:47 消耗  心眼  0 二号位5星 攻击加成  奉纳消耗
11-30 21:47 消耗  针女  0 二号位5星 生命加成  奉纳消耗
11-30 21:47 消耗  针女  0 四号位5星 攻击加成  奉纳消耗
11-30 21:47 消耗  反枕  0 四号位5星 生命加成  奉纳消耗
11-30 21:47 消耗  心眼  0 六号位5星 攻击加成  奉纳消耗
11-30 21:47 消耗  反枕  0 四号位5星 攻击加成  奉纳消耗
11-30 21:47 消耗  树妖  0 三号位5星 防御  奉纳消耗
11-30 21:47 消耗  针女  0 五号位5星 生命  奉纳消耗
11-30 21:47 消耗  反枕  0 五号位5星 生命  奉纳消耗
11-30 21:47 消耗  树妖  0 五号位5星 生命  奉纳消耗
11-30 21:47 消耗  树妖  0 五号位5星 生命  奉纳消耗
11-30 21:47 消耗  心眼  0 四号位5星 攻击加成  奉纳消耗
11-30 21:47 消耗  涅槃之火  0 四号位5星 攻击加成  奉纳消耗
11-30 21:47 消耗  树妖  0 五号位5星 生命  奉纳消耗
11-30 21:47 消耗  心眼  0 六号位5星 防御加成  奉纳消耗
11-30 21:47 消耗  树妖  0 二号位5星 速度  奉纳消耗
11-30 21:47 消耗  心眼  0 一号位5星 攻击  奉纳消耗
11-30 21:47 消耗  针女  0 二号位5星 生命加成  奉纳消耗
11-30 21:47 消耗  针女  0 三号位5星 防御  奉纳消耗
11-30 21:47 消耗  针女  0 一号位5星 攻击  奉纳消耗
11-30 21:47 消耗  反枕  0 五号位5星 生命  奉纳消耗
11-30 21:47 消耗  心眼  0 六号位5星 生命加成  奉纳消耗
11-30 21:47 消耗  针女  0 三号位5星 防御  奉纳消耗
11-30 21:47 消耗  心眼  0 四号位5星 防御加成  奉纳消耗
11-30 21:47 消耗  树妖  0 一号位5星 攻击  奉纳消耗
11-30 21:47 消耗  反枕  0 三号位5星 防御  奉纳消耗
11-30 21:47 消耗  反枕  0 六号位5星 攻击加成  奉纳消耗
11-30 21:47 消耗  针女  0 一号位5星 攻击  奉纳消耗
11-30 21:47 消耗  针女  0 一号位5星 攻击  奉纳消耗
11-30 21:47 消耗  针女  0 四号位5星 生命加成  奉纳消耗
11-30 21:47 消耗  树妖  0 一号位5星 攻击  奉纳消耗
11-30 21:47 消耗  反枕  0 四号位5星 防御加成  奉纳消耗
11-30 21:47 消耗  反枕  0 二号位5星 攻击加成  奉纳消耗
11-30 21:47 消耗  反枕  0 二号位5星 防御加成  奉纳消耗
11-30 21:47 消耗  树妖  0 四号位5星 效果命中  奉纳消耗
11-30 21:47 消耗  心眼  0 一号位5星 攻击  奉纳消耗
11-30 21:47 消耗  针女  0 五号位5星 生命  奉纳消耗
11-30 21:47 消耗  心眼  0 一号位5星 攻击  奉纳消耗
11-30 21:47 消耗  针女  0 四号位5星 防御加成  奉纳消耗
11-30 21:47 消耗  反枕  0 四号位5星 攻击加成  奉纳消耗
11-30 21:47 消耗  树妖  0 二号位5星 攻击加成  奉纳消耗
11-30 21:47 消耗  反枕  0 四号位5星 生命加成  奉纳消耗
11-30 21:47 消耗  针女  0 六号位5星 攻击加成  奉纳消耗
11-30 21:47 消耗  针女  0 五号位5星 生命  奉纳消耗
11-30 21:47 消耗  心眼  0 三号位5星 防御  奉纳消耗
11-30 21:47 消耗  树妖  0 三号位5星 防御  奉纳消耗
11-30 21:47 消耗  心眼  0 二号位5星 防御加成  奉纳消耗
11-30 21:47 消耗  心眼  0 一号位5星 攻击  奉纳消耗
11-30 21:47 消耗  树妖  0 四号位5星 生命加成  奉纳消耗
11-30 21:47 消耗  树妖  0 一号位5星 攻击  奉纳消耗
11-30 21:47 消耗  反枕  0 五号位5星 生命  奉纳消耗
11-30 21:47 消耗  心眼  0 四号位5星 防御加成  奉纳消耗
11-30 21:47 消耗  针女  0 五号位5星 生命  奉纳消耗
11-30 21:47 消耗  反枕  0 二号位5星 速度  奉纳消耗
11-30 21:47 消耗  树妖  0 六号位5星 暴击  奉纳消耗
11-30 21:47 消耗  心眼  0 六号位5星 生命加成  奉纳消耗
11-30 21:47 消耗  反枕  0 五号位5星 生命  奉纳消耗
11-30 21:47 消耗  心眼  0 五号位5星 生命  奉纳消耗
11-30 21:47 消耗  反枕  0 二号位5星 攻击加成  奉纳消耗
11-30 21:47 消耗  树妖  0 六号位5星 生命加成  奉纳消耗
11-30 21:47 消耗  针女  0 四号位5星 攻击加成  奉纳消耗
11-30 21:47 消耗  反枕  0 六号位5星 暴击伤害  奉纳消耗
11-30 21:47 消耗  反枕  0 一号位5星 攻击  奉纳消耗
11-30 21:47 消耗  反枕  0 一号位5星 攻击  奉纳消耗
11-30 21:47 消耗  心眼  0 六号位5星 攻击加成  奉纳消耗
11-30 21:47 消耗  树妖  0 五号位5星 生命  奉纳消耗
11-30 21:47 消耗  心眼  0 四号位5星 生命加成  奉纳消耗
11-30 21:47 消耗  针女  0 三号位5星 防御  奉纳消耗
11-30 21:47 消耗  心眼  0 二号位5星 攻击加成  奉纳消耗
11-30 21:47 消耗  反枕  0 四号位5星 效果抵抗  奉纳消耗
11-30 21:47 消耗  针女  0 六号位5星 攻击加成  奉纳消耗
11-30 21:47 消耗  心眼  0 六号位5星 生命加成  奉纳消耗
11-30 21:47 消耗  心眼  0 五号位5星 生命  奉纳消耗
11-30 21:47 消耗  反枕  0 三号位5星 防御  奉纳消耗
11-30 21:47 消耗  心眼  0 三号位5星 防御  奉纳消耗
11-30 21:47 消耗  反枕  0 五号位5星 生命  奉纳消耗
11-30 21:47 消耗  树妖  0 六号位5星 攻击加成  奉纳消耗
11-30 21:47 消耗  树妖  0 六号位5星 生命加成  奉纳消耗
11-30 21:47 消耗  反枕  0 二号位5星 攻击加成  奉纳消耗
11-30 21:47 消耗  树妖  0 六号位5星 攻击加成  奉纳消耗
11-30 21:47 消耗  心眼  0 一号位5星 攻击  奉纳消耗
11-30 21:47 消耗  树妖  0 二号位5星 防御加成  奉纳消耗
11-30 21:47 消耗  心眼  0 五号位5星 生命  奉纳消耗
11-30 21:47 消耗  针女  0 二号位5星 防御加成  奉纳消耗
11-30 21:47 消耗  树妖  0 三号位5星 防御  奉纳消耗
11-30 21:26 消耗  轮入道 15  四号位6星 攻击加成  御魂强化
11-30 21:21 消耗  针女  15  三号位6星 防御  御魂强化
11-30 20:45 获得  返魂香 0 四号位6星 攻击加成  商店兑换
11-30 18:41 获得  树妖  0 六号位5星 攻击加成  御魂副本
11-30 18:23 获得  树妖  0 二号位5星 速度  御魂副本
11-30 18:22 获得  树妖  0 六号位5星 生命加成  御魂副本
11-30 18:21 获得  心眼  0 六号位5星 生命加成  御魂副本
11-30 18:20 获得  心眼  0 五号位5星 生命  御魂副本
11-30 18:17 获得  反枕  0 一号位5星 攻击  御魂副本
11-30 18:16 获得  反枕  0 六号位5星 攻击加成  御魂副本
11-30 18:15 获得  心眼  0 四号位5星 防御加成  御魂副本
11-30 18:14 获得  心眼  0 四号位5星 生命加成  御魂副本
11-30 18:14 获得  针女  0 三号位5星 防御  御魂副本
11-30 18:11 获得  针女  0 五号位5星 生命  御魂副本
11-30 18:11 获得  反枕  0 一号位5星 攻击  御魂副本
11-30 18:11 获得  反枕  0 五号位5星 生命  御魂副本
11-30 18:10 获得  反枕  0 一号位6星 攻击  御魂副本
11-30 18:10 获得  心眼  0 二号位5星 攻击加成  御魂副本
11-30 18:07 获得  反枕  0 五号位5星 生命  御魂副本
11-30 18:01 获得  心眼  0 四号位5星 攻击加成  御魂副本
11-30 18:00 获得  针女  0 五号位5星 生命  御魂副本
11-30 17:58 获得  树妖  0 三号位6星 防御  御魂副本
11-30 17:56 获得  针女  0 二号位5星 防御加成  御魂副本
11-30 17:56 获得  树妖  0 三号位5星 防御  御魂副本
11-30 17:54 获得  针女  0 二号位5星 生命加成  御魂副本
11-30 17:53 获得  心眼  0 三号位5星 防御  御魂副本
11-30 17:52 获得  反枕  0 六号位6星 攻击加成  御魂副本
11-30 17:51 获得  反枕  0 四号位5星 生命加成  御魂副本
11-30 17:48 获得  树妖  0 二号位5星 攻击加成  御魂副本
11-30 17:47 获得  反枕  0 六号位5星 暴击伤害  御魂副本
11-30 17:47 获得  反枕  0 三号位6星 防御  御魂副本
11-30 16:30 获得  心眼  0 一号位5星 攻击  御魂副本
11-30 16:27 获得  树妖  0 四号位5星 效果命中  御魂副本
11-30 16:27 获得  心眼  0 三号位6星 防御  御魂副本
11-30 16:26 获得  树妖  0 六号位5星 攻击加成  御魂副本
11-30 16:24 获得  心眼  0 一号位5星 攻击  御魂副本
11-30 16:22 获得  树妖  0 三号位5星 防御  御魂副本
11-30 16:22 获得  反枕  0 四号位5星 攻击加成  御魂副本
11-30 16:19 获得  反枕  0 四号位5星 效果抵抗  御魂副本
11-30 16:19 获得  针女  0 五号位5星 生命  御魂副本
11-30 16:17 获得  心眼  0 一号位5星 攻击  御魂副本
11-30 16:16 获得  反枕  0 四号位5星 生命加成  御魂副本
11-30 16:16 获得  树妖  0 五号位5星 生命  御魂副本
11-30 16:12 获得  反枕  0 二号位5星 防御加成  御魂副本
11-30 16:12 获得  心眼  0 四号位5星 防御加成  御魂副本
11-30 16:10 获得  心眼  0 一号位5星 攻击  御魂副本
11-30 16:07 获得  心眼  0 六号位5星 防御加成  御魂副本
11-30 16:03 获得  针女  0 四号位5星 生命加成  御魂副本
11-30 16:02 获得  心眼  0 六号位5星 生命加成  御魂副本
11-30 15:59 获得  心眼  0 二号位5星 攻击加成  御魂副本
11-30 15:57 获得  反枕  0 三号位5星 防御  御魂副本
11-30 15:47 获得  反枕  0 五号位5星 生命  御魂副本
11-30 15:39 获得  反枕  0 二号位5星 速度  御魂副本
11-30 15:38 获得  针女  0 一号位5星 攻击  御魂副本
11-30 15:38 获得  针女  0 一号位5星 攻击  御魂副本
11-30 09:50 获得  涅槃之火  0 四号位5星 攻击加成  
11-30 03:38 获得  树妖  0 二号位6星 生命加成  御魂副本
11-30 03:37 获得  树妖  0 六号位5星 生命加成  御魂副本
11-30 03:37 获得  心眼  0 一号位6星 攻击  御魂副本
11-30 03:37 获得  树妖  0 五号位5星 生命  御魂副本
11-30 03:35 获得  反枕  0 三号位5星 防御  御魂副本
11-30 03:33 获得  针女  0 五号位5星 生命  御魂副本
11-30 03:33 获得  树妖  0 一号位5星 攻击  御魂副本
11-30 03:32 获得  针女  0 六号位5星 攻击加成  御魂副本
11-30 03:30 获得  树妖  0 一号位5星 攻击  御魂副本
11-30 03:30 获得  反枕  0 二号位5星 攻击加成  御魂副本
11-30 03:27 获得  树妖  0 六号位5星 暴击  御魂副本
11-30 03:25 获得  心眼  0 六号位5星 攻击加成  御魂副本
11-30 03:25 获得  针女  0 二号位5星 生命加成  御魂副本
11-30 03:24 获得  树妖  0 一号位5星 攻击  御魂副本
11-30 03:24 获得  针女  0 四号位5星 攻击加成  御魂副本
11-30 03:23 获得  树妖  0 四号位5星 生命加成  御魂副本
11-30 03:22 获得  反枕  0 四号位5星 攻击加成  御魂副本
11-30 03:20 获得  针女  0 四号位5星 攻击加成  御魂副本
11-30 03:19 获得  反枕  0 四号位6星 生命加成  御魂副本
11-30 03:17 获得  树妖  0 六号位5星 生命加成  御魂副本
11-30 03:17 获得  反枕  0 二号位5星 攻击加成  御魂副本
11-30 03:16 获得  针女  0 三号位5星 防御  御魂副本
11-30 03:16 获得  心眼  0 六号位5星 生命加成  御魂副本
11-30 03:14 获得  心眼  0 一号位5星 攻击  御魂副本
11-30 03:13 获得  心眼  0 一号位6星 攻击  御魂副本
11-30 03:13 获得  反枕  0 二号位5星 攻击加成  御魂副本
11-30 03:12 获得  树妖  0 五号位5星 生命  御魂副本
11-30 03:11 获得  反枕  0 五号位5星 生命  御魂副本
11-30 03:10 获得  心眼  0 六号位5星 攻击加成  御魂副本
11-30 03:09 获得  反枕  0 四号位5星 防御加成  御魂副本
11-30 03:08 获得  针女  0 四号位5星 防御加成  御魂副本
11-30 03:07 获得  树妖  0 三号位5星 防御  御魂副本
11-30 03:07 获得  心眼  0 二号位5星 防御加成  御魂副本
11-30 03:06 获得  针女  0 六号位5星 攻击加成  御魂副本
11-30 03:05 获得  心眼  0 三号位5星 防御  御魂副本
11-30 03:05 获得  心眼  0 五号位5星 生命  御魂副本
11-30 03:04 获得  针女  0 一号位5星 攻击  御魂副本
11-30 03:04 获得  针女  0 三号位5星 防御  御魂副本
11-30 03:02 获得  树妖  0 二号位5星 防御加成  御魂副本
11-30 02:59 获得  反枕  0 五号位5星 生命  御魂副本
11-30 02:56 获得  心眼  0 五号位5星 生命  御魂副本
11-30 02:55 获得  树妖  0 五号位5星 生命  御魂副本
11-30 02:54 获得  心眼  0 三号位6星 防御  御魂副本
11-30 02:52 消耗  破势  13  一号位6星 攻击  御魂强化
11-30 02:51 消耗  反枕  0 六号位5星 防御加成  奉纳消耗
11-30 02:51 消耗  日女巳时  0 三号位5星 防御  奉纳消耗
11-30 02:51 消耗  心眼  0 四号位5星 防御加成  奉纳消耗
11-30 02:51 消耗  破势  0 六号位5星 防御加成  奉纳消耗
11-30 02:51 消耗  心眼  0 一号位5星 攻击  奉纳消耗
11-30 02:51 消耗  反枕  0 三号位5星 防御  奉纳消耗
11-30 02:51 消耗  树妖  0 五号位5星 生命  奉纳消耗
11-30 02:51 消耗  针女  0 一号位5星 攻击  奉纳消耗
11-30 02:51 消耗  反枕  0 五号位5星 生命  奉纳消耗
11-30 02:51 消耗  针女  0 二号位5星 速度  奉纳消耗
11-30 02:51 消耗  针女  0 四号位5星 防御加成  奉纳消耗
11-30 02:51 消耗  心眼  0 五号位5星 生命  奉纳消耗
11-30 02:51 消耗  树妖  0 三号位5星 防御  奉纳消耗
11-30 02:51 消耗  树妖  0 三号位5星 防御  奉纳消耗
11-30 02:51 消耗  心眼  0 六号位5星 攻击加成  奉纳消耗
11-30 02:51 消耗  针女  0 三号位5星 防御  奉纳消耗
11-30 02:51 消耗  反枕  0 五号位5星 生命  奉纳消耗
11-30 02:51 消耗  树妖  0 三号位5星 防御  奉纳消耗
11-30 02:51 消耗  针女  0 二号位5星 速度  奉纳消耗
11-30 02:51 消耗  心眼  0 五号位5星 生命  奉纳消耗
11-30 02:50 获得  针女  0 三号位6星 防御  御魂副本
11-30 02:50 获得  心眼  0 六号位5星 攻击加成  御魂副本
11-30 02:50 获得  树妖  0 三号位5星 防御  御魂副本
11-30 02:49 获得  心眼  0 五号位5星 生命  御魂副本
11-30 02:48 获得  反枕  0 五号位6星 生命  御魂副本
11-30 02:46 获得  心眼  0 二号位6星 攻击加成  御魂副本
11-30 02:43 获得  针女  0 一号位5星 攻击  御魂副本
11-30 02:41 获得  针女  0 四号位5星 防御加成  御魂副本
11-30 02:41 获得  反枕  0 五号位5星 生命  御魂副本
11-30 02:40 获得  反枕  0 六号位5星 防御加成  御魂副本
11-30 02:37 获得  心眼  0 五号位5星 生命  御魂副本
11-30 02:37 获得  树妖  0 五号位5星 生命  御魂副本
11-30 02:35 消耗  魍魉之匣  15  一号位6星 攻击  御魂强化
11-30 02:32 消耗  反枕  0 三号位5星 防御  御魂强化
11-30 02:32 消耗  心眼  0 三号位5星 防御  御魂强化
11-30 02:32 消耗  针女  0 二号位5星 防御加成  御魂强化
11-30 02:32 消耗  针女  0 五号位5星 生命  御魂强化
11-30 02:32 消耗  破势  3 六号位6星 攻击加成  御魂强化
11-30 02:32 消耗  心眼  0 五号位5星 生命  御魂强化
11-30 02:32 消耗  树妖  0 五号位5星 生命  御魂强化
11-30 02:32 消耗  心眼  0 六号位5星 攻击加成  御魂强化
11-30 02:32 消耗  反枕  0 五号位5星 生命  御魂强化
11-30 02:32 消耗  反枕  0 五号位5星 生命  御魂强化
11-30 02:32 消耗  心眼  0 四号位5星 攻击加成  御魂强化
11-30 02:32 消耗  心眼  0 一号位5星 攻击  御魂强化
11-30 02:32 消耗  针女  0 一号位5星 攻击  御魂强化
11-30 02:32 消耗  心眼  0 三号位5星 防御  御魂强化
11-30 02:31 消耗  破势  12  一号位6星 攻击  御魂强化
11-30 02:25 获得  针女  0 二号位5星 速度  御魂副本
11-30 00:51 获得  反枕  0 五号位5星 生命  御魂副本
11-30 00:48 获得  心眼  0 一号位5星 攻击  御魂副本
11-30 00:47 获得  针女  0 五号位5星 生命  御魂副本
11-30 00:47 获得  树妖  0 三号位5星 防御  御魂副本
11-30 00:47 获得  针女  0 三号位5星 防御  御魂副本
11-30 00:45 获得  反枕  0 三号位5星 防御  御魂副本
11-30 00:43 获得  心眼  0 一号位5星 攻击  御魂副本
11-30 00:43 获得  心眼  0 三号位5星 防御  御魂副本
11-30 00:43 获得  心眼  0 三号位5星 防御  御魂副本
11-30 00:42 获得  针女  0 一号位5星 攻击  御魂副本
11-30 00:42 获得  反枕  0 五号位5星 生命  御魂副本
11-30 00:41 获得  树妖  0 三号位5星 防御  御魂副本
11-30 00:40 获得  心眼  0 四号位5星 攻击加成  御魂副本
11-30 00:40 获得  心眼  0 六号位5星 攻击加成  御魂副本
11-30 00:38 获得  树妖  0 五号位5星 生命  御魂副本
11-30 00:38 获得  针女  0 四号位6星 攻击加成  御魂副本
11-30 00:37 获得  针女  0 二号位5星 防御加成  御魂副本
11-30 00:37 获得  反枕  0 三号位5星 防御  御魂副本
11-30 00:33 获得  反枕  0 五号位5星 生命  御魂副本
11-30 00:32 获得  心眼  0 五号位5星 生命  御魂副本
11-30 00:30 获得  树妖  0 六号位6星 防御加成  御魂副本
11-30 00:29 获得  针女  0 二号位5星 速度  御魂副本
11-30 00:29 获得  心眼  0 一号位6星 攻击  御魂副本
