时间 消耗/获得 御魂名称 御魂等级 物品位置 主属性 用途
大号
10-15 20:53 获得 三味 0 四号位5星 生命加成 阴界之门奖励
10-15 13:47 获得 反枕 0 六号位5星 生命加成 
10-15 13:47 获得 涅槃之火 0 四号位5星 防御加成 
10-15 04:02 获得 三味 0 五号位5星 生命 御魂副本
10-15 03:59 获得 涅槃之火 0 五号位5星 生命 御魂副本
10-15 03:58 获得 心眼 0 一号位5星 攻击 御魂副本
10-15 03:58 获得 蚌精 0 二号位5星 速度 御魂副本
10-15 03:57 获得 破势 0 三号位5星 防御 御魂副本
10-15 03:56 获得 魍魉之匣 0 四号位6星 生命加成 御魂副本
10-15 03:56 获得 日女巳时 0 五号位5星 生命 御魂副本
10-15 03:55 获得 轮入道 0 六号位5星 生命加成 御魂副本
10-15 03:51 获得 反枕 0 六号位5星 生命加成 御魂副本
10-15 03:51 获得 日女巳时 0 六号位5星 防御加成 御魂副本
10-15 03:51 获得 被服 0 六号位5星 攻击加成 御魂副本
10-15 03:49 获得 鸣屋 0 五号位5星 生命 御魂副本
10-15 03:47 获得 针女 0 三号位5星 防御 御魂副本
10-15 03:45 获得 鸣屋 0 四号位5星 防御加成 御魂副本
10-15 03:43 获得 三味 0 三号位5星 防御 御魂副本
10-15 03:43 获得 钟灵 0 三号位5星 防御 御魂副本
10-15 03:42 获得 日女巳时 0 二号位6星 攻击加成 御魂副本
10-15 03:41 获得 魍魉之匣 0 三号位5星 防御 御魂副本
10-15 03:41 获得 雪幽魂 0 一号位5星 攻击 御魂副本
10-15 03:39 获得 蚌精 0 四号位5星 防御加成 御魂副本
10-15 03:39 获得 被服 0 二号位5星 生命加成 御魂副本
10-15 03:37 获得 三味 0 四号位5星 防御加成 御魂副本
10-15 03:36 获得 三味 0 四号位5星 防御加成 御魂副本
10-15 03:36 获得 涅槃之火 0 六号位5星 生命加成 御魂副本
10-15 03:36 获得 魅妖 0 一号位5星 攻击 御魂副本
10-15 03:36 获得 心眼 0 六号位5星 暴击 御魂副本
10-15 03:35 获得 轮入道 0 二号位5星 防御加成 御魂副本
10-15 03:35 获得 阴摩罗 0 六号位5星 攻击加成 御魂副本
10-15 03:35 获得 涅槃之火 0 六号位5星 生命加成 御魂副本
10-15 03:34 获得 心眼 0 五号位5星 生命 御魂副本
10-15 03:34 获得 蝠翼 0 四号位5星 生命加成 御魂副本
10-15 03:33 获得 阴摩罗 0 六号位5星 攻击加成 御魂副本
10-15 03:33 获得 魅妖 0 二号位5星 攻击加成 御魂副本
10-15 03:33 获得 招财猫 0 六号位5星 暴击伤害 御魂副本
10-15 03:31 获得 网切 0 一号位6星 攻击 御魂副本
10-15 03:30 获得 心眼 0 五号位5星 生命 御魂副本
10-15 03:30 获得 狰 0 六号位5星 生命加成 御魂副本
10-15 03:29 获得 三味 0 六号位5星 攻击加成 御魂副本
10-15 03:29 获得 火灵 0 五号位5星 生命 御魂副本
10-15 03:28 获得 阴摩罗 0 三号位5星 防御 御魂副本
10-15 03:28 获得 蚌精 0 三号位5星 防御 御魂副本
10-15 03:25 获得 狰 0 一号位5星 攻击 御魂副本
10-15 03:24 获得 被服 0 四号位5星 生命加成 御魂副本
10-15 03:24 获得 针女 0 五号位5星 生命 御魂副本
10-15 03:22 获得 地藏像 0 二号位5星 攻击加成 御魂副本
10-15 03:21 获得 地藏像 0 五号位5星 生命 御魂副本
10-15 03:20 获得 反枕 0 四号位5星 防御加成 御魂副本
10-15 03:19 获得 被服 0 五号位5星 生命 御魂副本
10-15 03:19 获得 钟灵 0 六号位5星 生命加成 御魂副本
10-15 03:19 获得 阴摩罗 0 六号位5星 防御加成 御魂副本
10-15 03:17 获得 狰 0 五号位5星 生命 御魂副本
10-15 03:17 获得 阴摩罗 0 四号位5星 生命加成 御魂副本
