时间 消耗/获得 物品名称 数量 物品位置 主属性 用途
大号
07-18 23:44 获得 狰 1 五号位5星 生命 御魂副本
07-18 23:44 获得 狰 1 二号位5星 攻击加成 御魂副本
07-18 23:42 获得 三味 1 一号位6星 攻击 御魂副本
07-18 23:40 获得 三味 1 二号位5星 防御加成 御魂副本
07-18 23:40 获得 狰 1 三号位5星 防御 御魂副本
07-18 23:39 获得 三味 1 六号位5星 攻击加成 御魂副本
07-18 23:36 获得 狰 1 四号位5星 效果命中 御魂副本
07-18 23:33 获得 招财猫 1 二号位5星 攻击加成 御魂副本
07-18 23:25 获得 火灵 1 三号位6星 防御 神秘商店购买
07-18 23:02 获得 狰 1 五号位5星 生命 御魂副本
07-18 22:59 获得 招财猫 1 四号位5星 攻击加成 御魂副本
07-18 22:59 获得 狰 1 五号位5星 生命 御魂副本
07-18 22:59 获得 涅槃之火 1 三号位5星 防御 御魂副本
07-18 22:59 获得 招财猫 1 五号位5星 生命 御魂副本
07-18 22:57 获得 招财猫 1 一号位6星 攻击 御魂副本
07-18 22:57 获得 三味 1 五号位5星 生命 御魂副本
07-18 22:57 获得 狰 1 六号位5星 攻击加成 御魂副本
07-18 22:54 获得 涅槃之火 1 五号位5星 生命 御魂副本
07-18 22:38 获得 招财猫 1 五号位5星 生命 御魂副本
07-18 22:38 获得 涅槃之火 1 四号位5星 生命加成 御魂副本
07-18 22:37 获得 涅槃之火 1 二号位5星 防御加成 御魂副本
07-18 22:37 获得 三味 1 三号位5星 防御 御魂副本
07-18 22:35 获得 狰 1 二号位5星 生命加成 御魂副本
07-18 22:35 获得 涅槃之火 1 二号位5星 攻击加成 御魂副本
07-18 22:33 获得 招财猫 1 三号位5星 防御 御魂副本
07-18 22:31 获得 招财猫 1 二号位5星 生命加成 御魂副本
07-18 22:29 获得 招财猫 1 三号位5星 防御 御魂副本
07-18 22:28 获得 三味 1 四号位5星 生命加成 御魂副本
07-18 19:27 获得 招财猫 1 一号位5星 攻击 鬼王奖励
07-18 19:27 获得 阴摩罗 1 四号位6星 防御加成 鬼王奖励
07-18 08:49 获得 三味 1 一号位5星 攻击 
07-18 08:49 获得 被服 1 四号位5星 生命加成 
07-18 08:49 获得 三味 1 一号位5星 攻击 
07-18 08:49 获得 破势 1 四号位5星 生命加成 
小号
07-18 23:02 获得 三味 1 一号位5星 攻击 御魂副本
07-18 23:00 获得 三味 1 二号位5星 防御加成 御魂副本
07-18 23:00 获得 狰 1 六号位5星 防御加成 御魂副本
07-18 22:59 获得 涅槃之火 1 三号位5星 防御 御魂副本
07-18 22:58 获得 狰 1 五号位5星 生命 御魂副本
07-18 22:56 获得 狰 1 三号位5星 防御 御魂副本
07-18 22:54 获得 狰 1 一号位5星 攻击 御魂副本
07-18 22:42 获得 三味 1 一号位5星 攻击 御魂副本
07-18 22:42 获得 涅槃之火 1 六号位5星 生命加成 御魂副本
07-18 22:40 获得 三味 1 六号位5星 生命加成 御魂副本
07-18 22:40 获得 三味 1 四号位5星 防御加成 御魂副本
07-18 22:38 获得 三味 1 三号位5星 防御 御魂副本
07-18 22:38 获得 三味 1 六号位6星 生命加成 御魂副本
07-18 22:38 获得 狰 1 一号位6星 攻击 御魂副本
07-18 22:37 获得 涅槃之火 1 一号位6星 攻击 御魂副本
07-18 22:35 获得 三味 1 六号位5星 攻击加成 御魂副本
07-18 22:34 获得 涅槃之火 1 六号位5星 生命加成 御魂副本
07-18 22:32 获得 狰 1 四号位5星 防御加成 御魂副本
07-18 22:29 获得 招财猫 1 一号位5星 攻击 御魂副本
07-18 22:26 获得 三味 1 一号位5星 攻击 御魂副本
07-18 22:26 获得 三味 1 三号位5星 防御 御魂副本
07-18 22:21 获得 招财猫 1 四号位5星 攻击加成 御魂副本
07-18 22:15 获得 招财猫 1 一号位5星 攻击 御魂副本
07-18 22:04 获得 雪幽魂 1 三号位5星 防御 
07-18 22:02 获得 三味 1 一号位5星 攻击 鬼王奖励
